"","aY","aZ","pfxX","pfxZ","pX","pZ","vX0","vY0","vZ0","x","y","x0","z0","aX","breakAngle","breakLength","spinRate","spinDirection","pitcherName","startSpeed","endSpeed","season"
"26258",1,3,3,4,2,1,2,4,1,4,5,4,3,3,1,3,2,3,"Clayton Kershaw",2,3,18
"26259",1,4,3,4,3,1,2,4,1,3,5,4,3,3,1,2,3,3,"Clayton Kershaw",2,2,18
"26260",1,4,3,4,3,1,2,4,1,3,5,4,3,3,1,3,4,3,"Clayton Kershaw",2,2,18
"26261",2,3,3,4,5,4,3,4,3,1,2,4,4,3,1,3,3,3,"Clayton Kershaw",2,2,18
"26262",2,4,3,4,3,3,3,4,3,3,3,4,4,3,2,2,3,3,"Clayton Kershaw",2,2,18
"26263",2,3,3,4,3,1,3,5,2,3,5,4,3,3,1,3,3,3,"Clayton Kershaw",1,1,18
"26264",2,4,3,4,3,3,3,4,2,3,3,4,4,3,1,3,3,3,"Clayton Kershaw",2,2,18
"26265",1,3,3,4,1,2,2,4,2,5,4,4,4,3,1,3,3,3,"Clayton Kershaw",2,2,18
"26266",3,2,4,3,3,2,2,4,3,3,4,5,2,4,2,3,5,2,"Clayton Kershaw",2,1,18
"26267",3,3,3,4,3,4,2,4,3,3,2,4,4,3,1,3,3,3,"Clayton Kershaw",2,2,18
"26268",2,4,3,4,1,1,2,5,2,5,5,4,3,3,1,3,3,3,"Clayton Kershaw",1,1,18
"26269",2,4,3,4,3,3,2,4,3,3,3,4,4,3,1,2,4,3,"Clayton Kershaw",2,2,18
"26270",2,3,3,4,2,2,2,5,2,4,4,4,4,3,1,3,3,3,"Clayton Kershaw",1,2,18
"26271",3,3,3,4,4,2,3,4,2,2,4,4,3,3,2,3,4,3,"Clayton Kershaw",2,1,18
"26272",2,3,4,4,2,1,2,4,1,4,5,4,3,4,2,3,4,2,"Clayton Kershaw",2,2,18
"26273",2,4,3,4,2,2,2,5,2,4,4,4,4,3,2,3,3,3,"Clayton Kershaw",1,1,18
"26274",2,4,3,4,1,4,2,4,3,5,2,4,4,3,2,3,3,3,"Clayton Kershaw",2,2,18
"26275",3,4,3,4,4,1,3,4,1,2,5,4,3,3,1,2,3,3,"Clayton Kershaw",2,2,18
"26276",2,5,3,5,3,1,2,4,1,3,5,4,3,3,2,2,4,3,"Clayton Kershaw",2,3,18
"26277",2,4,3,5,4,1,3,4,1,2,5,4,3,3,1,2,3,3,"Clayton Kershaw",2,3,18
"26278",1,2,3,3,3,2,3,4,2,3,4,4,4,3,2,3,4,4,"Clayton Kershaw",2,2,18
"26279",4,4,3,4,5,2,3,4,2,1,4,4,3,3,2,2,3,3,"Clayton Kershaw",2,2,18
"26280",2,4,3,5,3,2,3,4,1,3,5,4,3,3,2,2,3,3,"Clayton Kershaw",2,2,18
"26281",2,3,4,3,3,5,2,5,4,3,1,4,4,4,1,3,3,3,"Clayton Kershaw",1,1,18
"26282",2,3,3,4,4,4,3,4,4,2,2,4,4,3,1,2,3,3,"Clayton Kershaw",2,2,18
"26283",2,4,4,4,4,4,2,4,3,2,2,4,3,4,2,2,3,2,"Clayton Kershaw",2,2,18
"26284",2,2,4,3,4,5,2,4,5,2,1,5,3,4,3,3,3,2,"Clayton Kershaw",2,3,18
"26285",2,3,3,3,3,4,2,4,4,3,2,4,4,3,1,3,3,3,"Clayton Kershaw",2,2,18
"26286",2,3,3,4,4,2,3,4,2,2,4,4,3,3,1,3,3,3,"Clayton Kershaw",2,2,18
"26287",2,4,3,4,2,3,2,4,2,4,4,4,4,3,1,3,3,3,"Clayton Kershaw",2,2,18
"26288",2,3,3,4,2,3,2,5,3,4,3,4,4,3,1,3,3,3,"Clayton Kershaw",1,1,18
"26289",1,4,3,4,3,1,2,5,1,3,5,4,3,3,1,3,3,3,"Clayton Kershaw",2,2,18
"26290",2,3,3,4,4,1,3,4,2,2,5,4,3,3,1,3,4,3,"Clayton Kershaw",2,2,18
"26291",2,4,4,4,4,1,3,4,1,2,5,4,3,4,2,2,3,3,"Clayton Kershaw",2,2,18
"26292",3,4,3,4,4,3,3,4,3,2,3,4,3,3,1,2,3,3,"Clayton Kershaw",2,2,18
"26293",3,3,3,4,3,4,3,4,4,3,2,4,4,3,1,3,3,3,"Clayton Kershaw",2,1,18
"26294",2,3,3,4,4,3,3,5,3,2,3,4,4,3,1,3,2,3,"Clayton Kershaw",1,2,18
"26295",2,3,3,4,4,1,3,4,2,2,5,4,3,3,1,3,3,3,"Clayton Kershaw",2,2,18
"26296",3,4,3,4,3,4,2,4,4,3,2,4,4,3,1,2,3,3,"Clayton Kershaw",2,2,18
"26297",3,3,3,4,4,1,3,5,2,2,5,4,3,3,2,3,2,3,"Clayton Kershaw",1,1,18
"26298",1,3,3,3,2,1,2,4,2,4,5,4,3,3,1,3,3,3,"Clayton Kershaw",2,2,18
"26299",1,3,4,3,3,2,2,5,2,3,4,4,3,4,1,3,3,2,"Clayton Kershaw",1,2,18
"26300",1,2,4,2,4,1,2,4,2,2,5,4,3,4,2,4,2,2,"Jose Quintana",2,3,18
"26301",1,3,4,3,2,2,2,4,2,4,4,4,3,4,1,3,1,3,"Jose Quintana",2,3,18
"26302",1,3,4,3,2,3,2,4,3,4,3,4,3,4,2,3,1,2,"Jose Quintana",2,2,18
"26303",2,4,4,4,4,2,2,4,2,2,4,4,3,4,2,3,1,2,"Jose Quintana",2,2,18
"26304",2,3,4,3,2,2,2,4,2,4,4,4,3,4,2,3,1,2,"Jose Quintana",2,2,18
"26305",1,2,4,2,2,3,2,4,3,4,3,4,3,4,1,3,1,2,"Jose Quintana",2,3,18
"26306",1,2,4,2,4,4,2,4,4,2,2,4,3,4,2,3,1,2,"Jose Quintana",2,3,18
"26307",1,1,4,2,4,2,2,4,3,2,4,4,3,4,2,4,1,2,"Jose Quintana",2,3,18
"26308",1,2,4,2,4,2,2,4,3,2,4,4,3,4,2,3,1,2,"Jose Quintana",2,3,18
"26309",2,2,4,2,2,5,2,3,5,4,1,4,3,4,2,3,1,2,"Jose Quintana",3,3,18
"26310",2,2,4,2,3,2,2,4,3,3,4,4,3,4,2,3,1,2,"Jose Quintana",2,3,18
"26311",2,2,4,2,3,2,2,4,2,3,5,4,3,4,2,4,1,2,"Jose Quintana",2,2,18
"26312",2,2,4,2,4,3,2,4,3,2,3,4,3,4,2,4,1,2,"Jose Quintana",2,3,18
"26313",2,2,4,2,3,4,2,4,4,3,2,4,3,4,2,4,1,2,"Jose Quintana",2,3,18
"26314",3,2,4,3,2,4,2,4,4,4,2,4,3,4,1,3,1,3,"Jose Quintana",2,2,18
"26315",4,2,4,3,5,2,2,4,3,1,4,4,3,4,2,3,1,2,"Jose Quintana",2,2,18
"26316",3,2,4,3,2,2,2,4,3,4,4,4,3,4,2,3,1,2,"Jose Quintana",2,2,18
"26317",1,2,4,2,3,4,2,4,4,3,2,4,3,4,2,3,1,2,"Jose Quintana",2,2,18
"26318",2,3,4,3,3,1,2,4,1,3,5,4,3,4,2,3,1,2,"Jose Quintana",2,2,18
"26319",1,1,4,1,4,2,2,4,3,2,4,4,3,4,2,4,1,2,"Jose Quintana",2,3,18
"26320",2,3,4,3,3,1,2,5,2,3,5,4,3,4,2,3,1,2,"Jose Quintana",1,2,18
"26321",2,3,4,3,4,2,2,4,3,2,4,4,3,4,2,3,1,2,"Jose Quintana",2,2,18
"26322",2,3,4,3,3,4,2,4,4,3,2,4,3,4,1,3,1,3,"Jose Quintana",2,2,18
"26323",1,2,4,2,2,2,2,4,3,4,4,4,3,4,2,4,1,2,"Jose Quintana",2,3,18
"26324",2,1,4,1,2,5,2,4,5,4,1,4,3,4,2,4,1,2,"Jose Quintana",2,2,18
"26325",1,2,4,2,2,3,2,4,3,4,3,4,3,4,2,4,1,2,"Jose Quintana",2,2,18
"26326",2,2,4,2,3,2,2,4,3,3,4,4,3,4,2,3,1,2,"Jose Quintana",2,2,18
"26327",2,1,4,2,3,3,2,4,4,3,3,4,3,4,1,4,1,3,"Jose Quintana",2,2,18
"26328",2,2,4,3,3,3,2,4,3,3,3,4,3,4,2,3,1,2,"Jose Quintana",2,2,18
"26329",2,2,4,2,4,3,2,4,3,2,3,4,3,4,2,3,1,2,"Jose Quintana",2,2,18
"26330",2,2,4,2,3,3,2,4,3,3,3,4,3,4,2,3,1,2,"Jose Quintana",2,2,18
"26331",1,2,4,2,4,3,2,4,3,3,3,4,3,4,2,3,1,2,"Jose Quintana",2,2,18
"26332",1,2,4,2,3,3,2,4,3,3,3,4,3,4,2,4,1,2,"Jose Quintana",2,2,18
"26333",1,2,4,2,4,2,2,4,3,2,4,4,3,4,1,4,1,2,"Jose Quintana",2,2,18
"26334",2,2,4,3,2,2,2,4,2,4,4,4,3,4,2,3,1,2,"Jose Quintana",2,2,18
"26335",1,2,3,3,1,3,2,4,3,5,3,4,3,3,1,3,1,3,"Jose Quintana",2,2,18
"26336",1,3,4,3,1,3,1,4,3,5,3,4,3,4,2,3,1,2,"Jose Quintana",2,3,18
"26337",2,2,4,2,3,2,2,4,2,3,4,4,3,4,1,4,1,2,"Jose Quintana",2,2,18
"26338",1,3,3,3,2,3,2,4,3,4,3,4,3,4,1,3,2,3,"Jose Quintana",2,3,18
"26339",1,2,4,3,2,4,2,4,4,4,2,4,3,4,1,3,1,3,"Jose Quintana",2,2,18
"26340",2,1,4,2,3,5,2,4,5,3,1,4,3,4,2,4,1,2,"Jose Quintana",2,2,18
"26341",1,1,4,2,4,4,2,4,4,2,2,4,3,4,2,4,1,2,"Jose Quintana",2,3,18
"26342",1,2,4,3,2,1,2,4,1,4,5,4,3,4,2,3,1,2,"Jose Quintana",2,3,18
"26343",1,2,4,2,2,2,2,4,3,4,4,4,3,4,2,3,1,2,"Jose Quintana",2,3,18
"26344",2,2,4,2,3,2,2,4,3,3,4,4,3,4,2,4,1,2,"Jose Quintana",2,2,18
"26345",1,2,4,2,4,5,2,5,5,2,1,4,3,4,2,4,1,2,"Jose Quintana",1,2,18
"26346",2,3,4,3,3,1,2,4,2,3,5,4,3,4,2,3,1,2,"Jose Quintana",2,3,18
"26347",1,2,4,2,4,3,2,5,4,2,3,4,3,4,1,4,1,2,"Jose Quintana",1,2,18
"26348",2,3,4,3,2,2,2,5,2,4,4,4,3,4,1,3,1,3,"Jose Quintana",1,2,18
"26349",2,3,4,3,2,2,2,5,2,4,4,4,3,4,2,3,1,2,"Jose Quintana",1,1,18
"26350",1,2,4,2,3,2,2,4,3,3,4,4,3,4,2,3,1,2,"Jose Quintana",2,2,18
"26351",1,2,4,2,4,4,2,4,4,2,2,4,3,4,2,3,1,2,"Jose Quintana",2,3,18
"26352",1,2,4,2,3,3,2,4,3,3,3,4,3,4,2,4,1,2,"Jose Quintana",2,2,18
"26353",2,2,4,2,1,3,2,4,3,5,3,4,3,4,1,3,1,2,"Jose Quintana",2,2,18
"26354",1,1,4,1,4,4,2,4,5,2,2,4,3,4,1,4,1,2,"Jose Quintana",1,2,18
"26355",1,3,4,3,3,2,2,4,2,3,4,4,3,4,2,3,1,2,"Jose Quintana",2,3,18
"26356",1,2,4,2,4,4,2,5,4,2,2,4,3,4,2,4,1,2,"Jose Quintana",1,2,18
"26357",2,3,2,3,3,2,4,3,2,3,4,2,3,3,2,3,2,4,"Chris Archer",3,4,18
"26358",2,3,2,3,3,2,4,2,2,3,4,2,3,2,2,3,2,4,"Chris Archer",4,4,18
"26359",3,3,2,3,3,3,4,2,3,3,3,2,4,2,3,3,2,4,"Chris Archer",4,4,18
"26360",3,4,2,4,3,3,4,3,2,3,3,2,4,2,4,3,3,4,"Chris Archer",3,3,18
"26361",3,4,2,4,4,1,4,2,1,2,5,2,3,2,3,2,2,4,"Chris Archer",4,4,18
"26362",3,3,3,3,3,4,4,3,3,3,2,2,4,3,2,3,2,3,"Chris Archer",3,3,18
"26363",3,3,2,3,2,4,4,2,3,4,2,2,4,2,3,3,3,4,"Chris Archer",4,4,18
"26364",3,3,3,2,2,4,3,2,3,4,2,2,4,3,2,3,2,4,"Chris Archer",4,4,18
"26365",3,3,2,3,3,5,4,2,4,3,1,2,4,2,3,3,3,4,"Chris Archer",4,4,18
"26366",2,4,3,4,5,1,4,2,1,1,5,3,3,3,2,2,3,3,"Chris Archer",4,5,18
"26367",2,3,3,3,3,4,3,2,3,3,2,2,4,3,1,2,2,3,"Chris Archer",4,4,18
"26368",1,3,2,3,5,1,4,3,1,1,5,2,3,2,2,3,2,4,"Chris Archer",3,4,18
"26369",3,3,2,3,4,4,4,2,3,2,2,2,4,2,3,3,3,4,"Chris Archer",4,4,18
"26370",3,3,3,3,3,2,4,2,2,3,4,2,4,3,2,3,2,3,"Chris Archer",4,4,18
"26371",3,4,3,3,4,3,4,2,2,2,3,2,4,3,2,3,2,3,"Chris Archer",4,4,18
"26372",2,3,2,3,5,4,4,2,4,1,2,2,4,2,3,3,3,4,"Chris Archer",4,4,18
"26373",2,3,2,2,4,5,4,2,4,2,1,2,4,2,3,3,3,4,"Chris Archer",4,4,18
"26374",3,3,2,3,1,4,4,2,3,5,2,2,4,2,3,3,3,4,"Chris Archer",4,5,18
"26375",2,3,2,3,2,4,4,3,4,4,2,2,4,2,2,3,3,4,"Chris Archer",3,3,18
"26376",2,4,2,4,4,1,4,3,1,2,5,2,3,2,2,3,3,4,"Chris Archer",3,3,18
"26377",2,3,3,3,4,4,4,3,4,2,2,2,4,3,2,3,2,3,"Chris Archer",3,3,18
"26378",2,4,3,4,2,2,3,3,2,4,4,2,4,3,2,3,3,3,"Chris Archer",3,3,18
"26379",1,3,3,3,1,5,3,4,5,5,1,2,4,3,2,3,2,3,"Chris Archer",2,2,18
"26380",3,3,2,3,5,4,4,3,3,1,2,2,4,2,3,3,3,4,"Chris Archer",3,4,18
"26381",2,3,3,3,2,4,3,3,4,4,2,2,4,3,1,3,3,3,"Chris Archer",3,3,18
"26382",4,3,3,3,4,3,4,2,3,2,3,3,2,3,2,2,2,3,"Jacob deGrom",4,4,18
"26383",4,3,3,3,3,4,3,2,4,4,2,2,2,3,1,2,2,3,"Jacob deGrom",4,4,18
"26384",3,3,3,3,1,5,3,2,5,5,1,2,2,3,1,3,2,3,"Jacob deGrom",4,4,18
"26385",3,3,3,3,3,2,3,2,3,3,4,3,2,3,1,3,3,3,"Jacob deGrom",4,4,18
"26386",3,3,3,3,3,2,4,1,2,3,4,3,2,3,2,3,3,3,"Jacob deGrom",5,5,18
"26387",4,3,3,2,3,4,4,1,4,3,2,3,2,3,1,2,4,3,"Jacob deGrom",5,5,18
"26388",4,2,2,2,2,4,3,1,5,4,2,2,2,2,3,3,2,4,"Jacob deGrom",4,5,18
"26389",3,3,3,2,4,2,4,2,3,2,4,3,2,3,1,3,3,3,"Jacob deGrom",4,4,18
"26390",3,2,3,2,4,3,4,2,4,2,3,3,2,3,1,3,2,3,"Jacob deGrom",4,4,18
"26391",3,3,3,3,4,3,4,2,3,2,3,3,2,3,2,3,3,3,"Jacob deGrom",4,4,18
"26392",3,3,3,3,2,2,3,2,2,4,4,2,2,3,1,2,2,3,"Jacob deGrom",4,5,18
"26393",3,3,3,3,4,3,4,2,3,2,3,3,2,3,1,3,2,3,"Jacob deGrom",4,5,18
"26394",4,2,3,2,1,3,3,2,3,5,3,2,2,3,2,3,3,3,"Jacob deGrom",4,4,18
"26395",4,3,3,2,2,5,3,2,5,4,1,3,2,3,2,3,2,3,"Jacob deGrom",4,4,18
"26396",3,2,3,2,3,4,4,3,4,3,2,3,2,3,2,3,2,3,"Jacob deGrom",3,3,18
"26397",3,3,3,2,4,3,4,2,3,2,3,3,2,3,2,3,2,3,"Jacob deGrom",4,4,18
"26398",3,3,3,2,3,3,3,2,3,3,3,3,2,3,1,3,2,3,"Jacob deGrom",4,4,18
"26399",4,3,3,2,4,2,4,2,3,2,4,3,2,3,2,3,2,4,"Jacob deGrom",4,4,18
"26400",4,3,3,3,4,4,4,2,4,2,2,2,2,3,1,3,2,3,"Jacob deGrom",4,4,18
"26401",4,3,3,2,2,4,3,2,4,4,2,3,2,3,1,3,2,3,"Jacob deGrom",4,4,18
"26402",3,2,3,2,4,3,4,2,4,2,3,3,2,3,1,3,2,3,"Jacob deGrom",4,4,18
"26403",4,3,3,3,4,2,4,2,3,2,4,3,2,3,1,3,3,3,"Jacob deGrom",4,4,18
"26404",3,2,3,2,2,5,3,2,5,4,1,3,2,3,1,3,2,3,"Jacob deGrom",4,4,18
"26405",3,2,3,2,4,4,4,2,5,2,2,3,2,3,1,3,2,3,"Jacob deGrom",4,4,18
"26406",4,3,3,3,4,4,4,2,4,2,2,3,2,3,2,3,3,3,"Jacob deGrom",4,4,18
"26407",4,2,3,2,3,4,4,2,5,3,2,3,2,3,1,3,3,3,"Jacob deGrom",4,4,18
"26408",4,1,2,1,5,3,4,2,4,1,3,3,2,2,2,4,2,4,"Jacob deGrom",4,4,18
"26409",4,3,3,3,1,4,3,3,5,5,2,2,2,3,1,3,3,3,"Jacob deGrom",3,3,18
"26410",3,3,3,3,2,3,3,2,3,4,3,3,2,3,2,3,3,3,"Jacob deGrom",4,4,18
"26411",3,3,3,3,5,2,4,2,2,1,4,3,2,3,2,3,3,3,"Jacob deGrom",4,5,18
"26412",3,2,3,2,4,4,4,2,4,2,2,3,2,3,1,3,2,3,"Jacob deGrom",4,4,18
"26413",4,3,3,3,1,3,3,2,3,5,3,3,2,3,2,3,3,4,"Jacob deGrom",4,4,18
"26414",4,2,3,2,3,4,4,2,4,3,2,3,2,3,2,3,3,3,"Jacob deGrom",4,4,18
"26415",5,3,3,3,2,3,3,1,4,4,3,3,2,3,2,3,3,4,"Jacob deGrom",4,4,18
"26416",3,2,3,2,2,5,3,2,5,4,1,3,2,3,1,3,3,3,"Jacob deGrom",4,4,18
"26417",4,3,3,2,3,3,4,2,4,3,3,3,2,3,2,3,2,3,"Jacob deGrom",4,4,18
"26418",3,2,3,2,3,5,3,1,5,3,1,3,3,3,1,3,2,3,"Jacob deGrom",4,5,18
"26419",3,3,4,3,4,2,2,4,2,2,4,4,4,4,3,4,3,2,"Patrick Corbin",2,2,18
"26420",2,2,4,3,2,2,2,4,2,4,4,4,4,4,3,4,3,2,"Patrick Corbin",2,2,18
"26421",3,4,4,4,3,1,2,4,1,3,5,4,4,4,3,3,3,2,"Patrick Corbin",2,2,18
"26422",3,3,5,3,3,1,2,4,1,3,5,4,3,5,4,4,3,1,"Patrick Corbin",2,2,18
"26423",3,2,4,2,1,4,1,4,3,5,2,4,4,4,3,4,3,2,"Patrick Corbin",2,2,18
"26424",3,2,4,2,2,3,2,4,3,4,3,4,4,4,2,4,3,2,"Patrick Corbin",2,2,18
"26425",1,2,4,2,1,2,1,4,2,5,4,4,4,4,3,4,2,1,"Patrick Corbin",2,2,18
"26426",2,3,4,3,2,2,2,4,2,4,4,4,4,4,2,3,3,2,"Patrick Corbin",2,2,18
"26427",2,2,4,2,3,2,2,4,2,3,4,4,4,4,3,4,3,2,"Patrick Corbin",2,2,18
"26428",2,2,4,2,3,2,2,4,2,3,4,4,3,4,3,4,3,2,"Patrick Corbin",2,2,18
"26429",3,3,4,3,2,3,2,4,3,4,3,4,4,4,2,3,3,2,"Patrick Corbin",2,2,18
"26430",2,2,5,3,5,3,2,5,3,1,3,4,4,5,3,4,2,1,"Patrick Corbin",1,1,18
"26431",2,3,4,3,2,3,2,5,3,4,3,4,4,4,3,3,3,2,"Patrick Corbin",1,1,18
"26432",2,3,4,3,4,4,2,5,3,2,2,4,4,4,3,4,3,2,"Patrick Corbin",1,1,18
"26433",3,3,4,3,2,2,2,5,2,4,4,4,4,4,2,4,2,2,"Patrick Corbin",1,1,18
"26434",2,2,4,3,3,3,2,5,3,3,3,4,4,4,2,4,3,2,"Patrick Corbin",1,1,18
"26435",3,3,4,3,2,3,2,5,3,4,3,4,4,4,2,3,3,2,"Patrick Corbin",2,1,18
"26436",3,3,4,4,1,2,2,4,2,5,4,4,4,4,3,3,3,2,"Patrick Corbin",2,1,18
"26437",4,2,5,2,4,3,2,4,3,2,3,4,4,5,3,4,3,1,"Patrick Corbin",2,1,18
"26438",3,2,4,2,3,5,2,4,5,3,1,4,4,4,2,4,3,2,"Patrick Corbin",2,1,18
"26439",2,1,4,2,3,4,2,4,4,3,2,4,4,4,3,4,3,1,"Patrick Corbin",2,2,18
"26440",3,2,4,3,2,4,2,5,4,4,2,4,5,4,2,4,3,2,"Patrick Corbin",1,1,18
"26441",2,2,4,3,3,4,2,5,3,3,2,4,4,4,2,4,3,2,"Patrick Corbin",1,1,18
"26442",3,2,5,2,3,2,2,5,3,3,4,4,4,5,3,4,2,1,"Patrick Corbin",1,1,18
"26443",2,2,4,3,5,5,2,5,4,1,1,4,4,4,3,4,2,2,"Patrick Corbin",1,1,18
"26444",2,3,5,3,2,2,2,5,2,4,4,4,4,4,3,4,2,2,"Patrick Corbin",1,1,18
"26445",2,2,4,3,2,4,2,5,3,4,2,4,4,4,2,4,2,2,"Patrick Corbin",1,1,18
"26446",2,3,4,4,3,3,2,5,3,3,3,4,4,4,3,4,3,2,"Patrick Corbin",1,1,18
"26447",2,3,4,3,2,2,2,5,2,4,4,4,4,4,3,4,3,2,"Patrick Corbin",1,1,18
"26448",3,5,2,5,1,2,3,3,1,5,4,2,5,2,4,3,4,4,"Justin Verlander",3,3,18
"26449",3,5,2,5,3,3,4,3,1,3,3,2,5,2,4,3,4,4,"Justin Verlander",3,3,18
"26450",3,5,2,4,3,4,4,2,2,3,2,2,5,2,3,2,5,4,"Justin Verlander",4,4,18
"26451",3,4,2,4,4,2,4,2,1,2,4,2,5,2,4,3,5,4,"Justin Verlander",4,4,18
"26452",2,4,2,4,5,2,4,3,1,1,4,2,5,2,4,3,4,4,"Justin Verlander",3,4,18
"26453",3,4,2,4,3,3,4,2,1,3,3,2,5,2,4,3,5,4,"Justin Verlander",4,4,18
"26454",3,5,2,5,3,2,4,3,1,3,4,2,5,2,4,3,5,4,"Justin Verlander",3,3,18
"26455",4,4,2,4,3,5,4,2,3,3,1,2,5,2,3,3,5,4,"Justin Verlander",4,3,18
"26456",4,4,2,4,5,3,4,2,1,1,3,2,5,2,4,3,4,4,"Justin Verlander",4,4,18
"26457",4,5,2,4,4,4,4,2,2,2,2,2,5,2,4,2,5,4,"Justin Verlander",4,4,18
"26458",4,5,2,4,4,3,4,2,1,2,3,2,5,2,4,3,5,4,"Justin Verlander",4,4,18
"26459",3,4,2,4,2,2,4,3,1,4,4,2,5,2,3,3,4,4,"Justin Verlander",3,3,18
"26460",2,4,2,4,2,2,4,3,1,4,4,2,5,2,4,3,5,4,"Justin Verlander",3,3,18
"26461",3,4,2,4,1,2,4,3,1,5,4,2,5,2,4,3,4,4,"Justin Verlander",3,4,18
"26462",4,4,2,4,2,4,4,2,2,4,2,2,5,2,4,3,5,4,"Justin Verlander",4,4,18
"26463",5,4,2,4,4,3,4,2,1,2,3,2,5,2,4,3,5,4,"Justin Verlander",4,4,18
"26464",4,4,1,3,3,2,4,2,1,3,4,2,5,1,4,4,5,4,"Justin Verlander",4,4,18
"26465",4,5,2,5,2,2,4,2,1,4,4,2,5,2,4,3,5,4,"Justin Verlander",4,3,18
"26466",4,5,2,5,1,4,3,3,3,5,2,2,5,2,4,3,5,4,"Justin Verlander",3,3,18
"26467",3,4,2,4,4,2,4,3,1,2,4,2,5,2,4,3,5,4,"Justin Verlander",3,3,18
"26468",3,4,2,4,4,3,4,2,2,2,3,2,5,2,4,3,5,4,"Justin Verlander",4,4,18
"26469",3,4,2,4,3,2,4,2,1,3,4,2,5,2,4,3,5,4,"Justin Verlander",4,4,18
"26470",3,3,2,3,4,5,4,3,3,2,1,2,5,2,4,3,4,4,"Justin Verlander",3,3,18
"26471",4,4,2,4,2,4,4,2,2,5,2,2,5,2,4,3,5,4,"Justin Verlander",4,4,18
"26472",4,4,2,4,3,5,4,3,3,3,1,2,5,2,4,3,5,4,"Justin Verlander",3,3,18
"26473",3,4,2,4,4,2,4,3,1,2,4,2,5,2,4,3,5,4,"Justin Verlander",3,3,18
"26474",3,5,2,4,4,3,4,2,2,2,3,2,5,2,4,3,5,4,"Justin Verlander",4,4,18
"26475",4,5,2,5,1,2,4,3,1,5,4,2,5,2,5,3,5,4,"Justin Verlander",4,3,18
"26476",3,5,2,5,1,3,3,3,1,5,3,2,5,2,4,3,5,4,"Justin Verlander",3,3,18
"26477",4,5,2,5,2,3,4,2,1,4,3,2,5,2,5,3,5,4,"Justin Verlander",4,4,18
"26478",4,4,2,4,2,3,4,2,2,4,3,2,5,2,5,3,5,4,"Justin Verlander",4,4,18
"26479",4,4,2,4,1,5,4,1,3,5,1,2,5,2,4,3,5,4,"Justin Verlander",5,5,18
"26480",4,4,2,4,4,2,4,3,1,2,4,2,5,2,4,3,5,4,"Justin Verlander",3,3,18
"26481",4,5,2,5,4,3,4,2,1,2,3,2,5,2,4,3,5,4,"Justin Verlander",4,4,18
"26482",4,5,2,4,4,3,4,2,1,2,3,2,5,2,4,2,5,4,"Justin Verlander",4,4,18
"26483",4,4,2,4,2,3,4,2,2,4,3,2,5,2,4,3,5,4,"Justin Verlander",4,4,18
"26484",4,5,2,4,2,4,4,1,2,4,2,2,5,2,4,2,5,4,"Justin Verlander",4,4,18
"26485",4,5,2,5,2,3,4,2,1,4,3,2,5,2,5,3,5,4,"Justin Verlander",4,4,18
"26486",3,4,2,4,2,3,4,2,1,4,3,2,5,2,3,3,5,4,"Justin Verlander",4,4,18
"26487",4,4,2,3,2,2,4,2,1,4,4,2,5,2,4,3,5,4,"Justin Verlander",4,4,18
"26488",4,4,2,4,2,1,4,2,1,4,5,2,5,2,4,3,5,4,"Justin Verlander",4,4,18
"26489",4,4,2,3,1,4,3,1,3,5,2,2,5,2,4,3,4,4,"Justin Verlander",5,5,18
"26490",3,5,2,4,5,2,4,2,1,1,4,2,5,2,4,3,5,4,"Justin Verlander",4,4,18
"26491",4,4,2,4,4,3,4,2,2,2,3,2,5,2,3,2,4,4,"Justin Verlander",4,4,18
"26492",4,4,2,4,3,4,4,2,2,3,2,2,5,2,4,3,5,4,"Justin Verlander",4,4,18
"26493",3,4,2,4,2,3,4,3,2,4,3,2,5,2,4,3,5,4,"Justin Verlander",3,3,18
"26494",4,5,2,5,2,2,4,2,1,4,4,2,5,2,4,2,5,4,"Justin Verlander",4,4,18
"26495",4,5,2,5,3,2,4,2,1,3,4,2,5,2,4,3,5,4,"Justin Verlander",4,4,18
"26496",4,5,2,5,4,4,4,2,2,2,3,2,5,2,5,3,5,4,"Justin Verlander",4,4,18
"26497",4,5,2,5,4,2,4,2,1,2,4,2,5,2,5,3,5,4,"Justin Verlander",4,4,18
"26498",3,4,2,4,1,4,3,3,2,5,2,2,5,2,4,3,4,4,"Justin Verlander",3,3,18
"26499",4,4,2,4,2,2,4,2,1,4,4,2,5,2,4,3,5,4,"Justin Verlander",4,4,18
"26500",3,4,2,4,5,2,4,2,1,1,4,2,5,2,4,3,5,4,"Justin Verlander",4,4,18
"26501",4,5,2,5,4,3,4,2,1,2,3,2,5,2,4,2,5,4,"Justin Verlander",4,4,18
"26502",3,5,2,5,3,1,4,2,1,3,5,2,4,2,4,3,5,4,"Justin Verlander",4,4,18
"26503",4,4,2,4,5,3,4,1,1,1,3,2,5,2,4,3,5,4,"Justin Verlander",5,5,18
"26504",5,4,2,4,3,4,4,1,2,3,2,2,5,2,4,2,5,4,"Justin Verlander",5,4,18
"26505",4,4,2,4,3,2,4,2,1,3,4,2,5,2,4,3,5,4,"Justin Verlander",5,5,18
"26506",4,4,2,4,4,3,4,1,2,2,3,2,5,2,5,3,5,4,"Justin Verlander",5,4,18
"26507",4,5,2,5,5,2,5,2,1,1,4,2,5,2,5,3,5,4,"Justin Verlander",4,4,18
